-17.64,0,17.783
-17.64,0,10.667
-10.61,0,10.667
-10.61,0,17.783
-3.58,0,10.667
-3.58,0,17.783
3.4501,0,10.667
3.4501,0,17.783
10.48,0,10.667
10.48,0,17.783
17.51,0,10.667
17.51,0,17.783
-17.64,0,3.5515
-10.61,0,3.5515
-3.58,0,3.5515
3.4501,0,3.5515
10.48,0,3.5515
17.51,0,3.5515
-17.64,0,-3.5643
-10.61,0,-3.5643
-3.58,0,-3.5643
3.4501,0,-3.5643
10.48,0,-3.5643
17.51,0,-3.5643
-17.64,0,-10.68
-10.61,0,-10.68
-3.58,0,-10.68
3.4501,0,-10.68
10.48,0,-10.68
17.51,0,-10.68
-17.64,0,-17.796
-10.61,0,-17.796
-3.58,0,-17.796
3.4501,0,-17.796
10.48,0,-17.796
17.51,0,-17.796
-17.64,28.615,17.783
-10.61,28.615,17.783
-10.61,28.615,10.667
-17.64,28.615,10.667
-3.58,28.615,17.783
-3.58,28.615,10.667
3.4501,28.615,17.783
3.4501,28.615,10.667
10.48,28.615,17.783
10.48,28.615,10.667
17.51,28.615,17.783
17.51,28.615,10.667
-10.61,28.615,3.5515
-17.64,28.615,3.5515
-3.58,28.615,3.5515
3.4501,28.615,3.5515
10.48,28.615,3.5515
17.51,28.615,3.5515
-10.61,28.615,-3.5643
-17.64,28.615,-3.5643
-3.58,28.615,-3.5643
3.4501,28.615,-3.5643
10.48,28.615,-3.5643
17.51,28.615,-3.5643
-10.61,28.615,-10.68
-17.64,28.615,-10.68
-3.58,28.615,-10.68
3.4501,28.615,-10.68
10.48,28.615,-10.68
17.51,28.615,-10.68
-10.61,28.615,-17.796
-17.64,28.615,-17.796
-3.58,28.615,-17.796
3.4501,28.615,-17.796
10.48,28.615,-17.796
17.51,28.615,-17.796
-10.61,5.7231,17.783
-17.64,5.7231,17.783
-3.58,5.7231,17.783
3.4501,5.7231,17.783
10.48,5.7231,17.783
17.51,5.7231,17.783
-10.61,11.446,17.783
-17.64,11.446,17.783
-3.58,11.446,17.783
3.4501,11.446,17.783
10.48,11.446,17.783
17.51,11.446,17.783
-10.61,17.169,17.783
-17.64,17.169,17.783
-3.58,17.169,17.783
3.4501,17.169,17.783
10.48,17.169,17.783
17.51,17.169,17.783
-10.61,22.892,17.783
-17.64,22.892,17.783
-3.58,22.892,17.783
3.4501,22.892,17.783
10.48,22.892,17.783
17.51,22.892,17.783
17.51,5.7231,10.667
17.51,5.7231,3.5515
17.51,5.7231,-3.5643
17.51,5.7231,-10.68
17.51,5.7231,-17.796
17.51,11.446,10.667
17.51,11.446,3.5515
17.51,11.446,-3.5643
17.51,11.446,-10.68
17.51,11.446,-17.796
17.51,17.169,10.667
17.51,17.169,3.5515
17.51,17.169,-3.5643
17.51,17.169,-10.68
17.51,17.169,-17.796
17.51,22.892,10.667
17.51,22.892,3.5515
17.51,22.892,-3.5643
17.51,22.892,-10.68
17.51,22.892,-17.796
10.48,5.7231,-17.796
3.4501,5.7231,-17.796
-3.58,5.7231,-17.796
-10.61,5.7231,-17.796
-17.64,5.7231,-17.796
10.48,11.446,-17.796
3.4501,11.446,-17.796
-3.58,11.446,-17.796
-10.61,11.446,-17.796
-17.64,11.446,-17.796
10.48,17.169,-17.796
3.4501,17.169,-17.796
-3.58,17.169,-17.796
-10.61,17.169,-17.796
-17.64,17.169,-17.796
10.48,22.892,-17.796
3.4501,22.892,-17.796
-3.58,22.892,-17.796
-10.61,22.892,-17.796
-17.64,22.892,-17.796
-17.64,5.7231,-10.68
-17.64,5.7231,-3.5643
-17.64,5.7231,3.5514
-17.64,5.7231,10.667
-17.64,11.446,-10.68
-17.64,11.446,-3.5643
-17.64,11.446,3.5514
-17.64,11.446,10.667
-17.64,17.169,-10.68
-17.64,17.169,-3.5643
-17.64,17.169,3.5514
-17.64,17.169,10.667
-17.64,22.892,-10.68
-17.64,22.892,-3.5643
-17.64,22.892,3.5514
-17.64,22.892,10.667
